Type;EntityName;Description;Owner                                                                                                                                                                                  ;;Letter;Length
G;GI-PAINT-IXLDC;PAINT IALDC/IVLDC             ;                              ;                                                                                                                                ;G;14
G;GI-PAINT-IXOPC;PAINT OF IVOPC/IAOPC          ;                              ;                                                                                                                                ;G;14
G;GI-PITOSSI;Pmt instr. sent to SSI (IMSPM);                              ;                                                                                                                                ;G;10
G;GI-PVTOSSI;Pmt instr. sent to SSI (IMSPM);                              ;                                                                                                                                ;G;10
G;GI-STD-PL;STD PL                        ;                              ;                                                                                                                                ;G;9
G;GI-STD-PS;STD PS                        ;                              ;                                                                                                                                ;G;9
G;GI-TSTPRD;CHECK IF RUNNING IN TESTENV.  ;                              ;                                                                                                                                ;G;9
G;GP-001FORMATDEST;FORMAT PRINTER DESTINATIONS   ;                              ;                                                                                                                                ;G;16
G;GP-003FINDERR;Find Relevant Error Routine   ;                              ;                                                                                                                                ;G;13
G;GP-004CHDCHK;Check or calculate checkdigit ;                              ;                                                                                                                                ;G;12
G;GP-005CHKHOLIDAY;Checks day is Holiday for Ccy ;                              ;                                                                                                                                ;G;16
G;GP-006WDY-1;Gives Previous Working-Day    ;                              ;                                                                                                                                ;G;11
G;GP-007WDYEOM;Give Last Working-Day of Month;                              ;                                                                                                                                ;G;12
G;GP-008PREVMONTH;Gives same day in previous MM ;                              ;                                                                                                                                ;G;15
G;GP-009RPSCHED;REPORT SCHEDULER              ;                              ;                                                                                                                                ;G;13
G;GP-009RPSCHED-CHK;CHK PREV SCH REPORT HAS ENDED ;                              ;                                                                                                                                ;G;17
G;GP-010AMOUNTCHK;Amount check/convert Perform. ;                              ;                                                                                                                                ;G;15
G;GP-010AMOUNTCHK2;Amount check, 4-8 decimals    ;                              ;                                                                                                                                ;G;16
G;GP-011AMOUNTDISP;Amount Format/Display Perform ;                              ;                                                                                                                                ;G;16
G;GP-011AMOUNTDISP2;Amount displ. rounding SP     ;                              ;                                                                                                                                ;G;17
G;GP-011AMOUNTDISP3;Amount display, 4 - 8 decimals;                              ;                                                                                                                                ;G;17
G;GP-012RATECHECK;RATE VALIDATION ROUTINE       ;                              ;                                                                                                                                ;G;15
G;GP-013RATEDISPLAY;Rate display routine - perform;                              ;                                                                                                                                ;G;17
G;GP-014RUN-CHECK;Checks if a report is running ;                              ;                                                                                                                                ;G;15
G;GP-015-DT-RNGMNTH;Date in month range chk - past;                              ;                                                                                                                                ;G;17
G;GP-016RNDAMO;Rounding Routine (0123)       ;                              ;                                                                                                                                ;G;12
G;GP-017-FINDRFSEC;Find Ref. File Security Recs  ;                              ;                                                                                                                                ;G;16
G;GP-017-FINDRPSEC;Find Report Security Records  ;                              ;                                                                                                                                ;G;16
G;GP-017-FINDSCSEC;Find Screen Security Record   ;                              ;                                                                                                                                ;G;16
G;GP-018CHG-TO-CAPS;Chg char.from lower to upper  ;                              ;                                                                                                                                ;G;17
G;GP-019ACCNTU;Get Accounting Nature Code    ;                              ;                                                                                                                                ;G;12
G;GP-022-WGH-AMO-1;Weight outstanding amnt ver. 1;                              ;                                                                                                                                ;G;16
G;GP-022-WGH-AMO-2;Calc. weighted amounts\       ;                              ;                                                                                                                                ;G;16
G;GP-022-WGH-AMO-3;Calc.Wgh.Amnts. LEF 98/10     ;                              ;                                                                                                                                ;G;16
G;GP-022-WGH-AMO-4;Calc.Wgh.Amounts      20001/01;                              ;                                                                                                                                ;G;16
G;GP-022-WGH-RATE-3;Get wgh. rate -3              ;                              ;                                                                                                                                ;G;17
G;GP-023CHKFILE;Check on files existence      ;                              ;                                                                                                                                ;G;13
G;GP-024SMSGTOWAIT;Send message to wait          ;                              ;                                                                                                                                ;G;16
G;GP-025-AMODEPOSIT;AMOUNT DEPOSIT MARGING TRADING;                              ;                                                                                                                                ;G;17
G;GP-026AEVTO;Create AEVTO records          ;                              ;                                                                                                                                ;G;11
G;GP-026ATRDO;Creation accounting abstracts ;                              ;                                                                                                                                ;G;11
G;GP-027TREF;TCOMREF accounting abstracts  ;                              ;                                                                                                                                ;G;10
G;GP-028DCS;Determine CDCSPMR08/09/10     ;                              ;                                                                                                                                ;G;9
G;GP-029NUMWDY;Number workingdays in period  ;                              ;                                                                                                                                ;G;12
G;GP-030DIFFMONTHS;Diff in months between 2 dates;                              ;                                                                                                                                ;G;16
G;GP-031-REN-PER;Date + renewal Period         ;                              ;                                                                                                                                ;G;14
G;GP-033MCHACP;Match Accepts Parallel PMT CNF;                              ;                                                                                                                                ;G;12
G;GP-035MTOST;Outstanding for MT customer   ;                              ;                                                                                                                                ;G;11
G;GP-036-GEXCTV;Calculate ctv. inside GEX mod.;                              ;                                                                                                                                ;G;13
G;GP-036-XCOUNTVAL3;COPY OF CVALY FOR MUPMNTAC2   ;                              ;                                                                                                                                ;G;17
G;GP-036-XCOUNTVALY;Calc. amount from ccy X to Y  ;                              ;                                                                                                                                ;G;17
G;GP-036-XERBSY;Exch.Rate Brok.comm IERBS.REXC;                              ;                                                                                                                                ;G;13
G;GP-036-XREXCY;Get actual AEXRO.REXC         ;                              ;                                                                                                                                ;G;13
G;GP-036-XSPOTY;Get Spot rate CEXRO.REXC      ;                              ;                                                                                                                                ;G;13
G;GP-037DMCY-CYMD;Convert DD/MM/CCYY TO CCYYMMDD;                              ;                                                                                                                                ;G;15
G;GP-038LOCALDATTIM;Gives Local Date&Time         ;                              ;                                                                                                                                ;G;17
G;GP-039-MTEXECLEV2;Execution level calc. MT.     ;                              ;                                                                                                                                ;G;17
G;GP-040-FXPL;Calculate P/L for FX-Deals    ;                              ;                                                                                                                                ;G;11
G;GP-040-MTPL;(Un)realised Profit/Lost      ;                              ;                                                                                                                                ;G;11
G;GP-041-CTV;Calc.counterval, + rounding   ;                              ;                                                                                                                                ;G;10
G;GP-041-CTV-CHFCO;GP-036-XCOUNTVALY with CHFCO  ;                              ;                                                                                                                                ;G;16
G;GP-041-XREXCY;Exchange rate CEXRO           ;                              ;                                                                                                                                ;G;13
G;GP-041-XSPOTY;from ccy X to ccy Y via SPOT  ;                              ;                                                                                                                                ;G;13
G;GP-042-MTPLCUST;MT (Un)realised profit/loss   ;                              ;                                                                                                                                ;G;15
G;GP-043-HIDEZONE;Format Person zones for secret;                              ;                                                                                                                                ;G;15
G;GP-044MATCH;Find matching deals           ;                              ;                                                                                                                                ;G;11
G;GP-045-MTAFACLIM;MT amount facility limit      ;                              ;                                                                                                                                ;G;16
G;GP-046-MTRSAF;Calculate MT Safety margin    ;                              ;                                                                                                                                ;G;13
G;GP-047-MTASPEC;Amount avail. for speculation ;                              ;                                                                                                                                ;G;14
G;GP-048-MTPLHIS;MT Historical Profit/Loss     ;                              ;                                                                                                                                ;G;14
G;GP-049-MTREVALUAT;Revaluate MT deal             ;                              ;                                                                                                                                ;G;17
G;GP-050-RNDCSHAA;rounding for amount in CSHAA  ;                              ;                                                                                                                                ;G;15
G;GP-051CALCONTRPER;Calculate Contract Periods    ;                              ;                                                                                                                                ;G;17
G;GP-052GETNXTIBATO;Gets the next NBAT in IBATO   ;                              ;                                                                                                                                ;G;17
G;GP-053CTV;Calc. CTV with proper rounding;                              ;                                                                                                                                ;G;9
G;GP-054-COMCSHAA;Calcul commission on share tr.;                              ;                                                                                                                                ;G;15
G;GP-054-CUST-FEE;Calculation of Custody Fee    ;                              ;                                                                                                                                ;G;15
G;GP-055-GETFAMILY;Get the family structure      ;                              ;                                                                                                                                ;G;16
G;GP-055-GETMASTER;Get Master in family structure;                              ;                                                                                                                                ;G;16
G;GP-056GETCPRDBKG;Get CPRDBKG for abstracts     ;                              ;                                                                                                                                ;G;16
G;GP-057CHK-CHDGTRD;Check code Hedging/Trading    ;                              ;                                                                                                                                ;G;17
G;GP-058CHK-NET;CHECK IF NETTING PAY. ALLOWED ;                              ;                                                                                                                                ;G;13
G;GP-059-MTPLREA;MT realised P/L in cpolccy    ;                              ;                                                                                                                                ;G;14
G;GP-060-GET-CFACS;GET NFAC - NSEQFAC IN CFACS   ;                              ;                                                                                                                                ;G;16
G;GP-060-RTR-COMMON;Common entries for CRTRO rec. ;                              ;                                                                                                                                ;G;17
G;GP-060-RTR-LBRAS;Get LBRAS to fill CRTRO       ;                              ;                                                                                                                                ;G;16
G;GP-060-RTR-LPRDS;Get LPRDS - info for GI-060-  ;                              ;                                                                                                                                ;G;16
G;GP-061FILLBRA-ARR;Fills array of branches in grp;                              ;                                                                                                                                ;G;17
G;GP-062CHKBRA-ARR;Checks if branch is in array  ;                              ;                                                                                                                                ;G;16
G;GP-064-FBNK;Get Flag Bank from 3-7-2 nbr. ;                              ;                                                                                                                                ;G;11
G;GP-064-FTOP;Get Top BBL Banks flag        ;                              ;                                                                                                                                ;G;11
G;GP-066-CHKACC;Validate Local Account        ;                              ;                                                                                                                                ;G;13
G;GP-066-SWCHD;Swiss Check Digit Processing  ;                              ;                                                                                                                                ;G;12
G;GP-066CHKACC-11;CHECK ACC NBRS - 11           ;                              ;                                                                                                                                ;G;15
G;GP-066CHKACC-EZ;Use Easy inq. to check acct   ;                              ;                                                                                                                                ;G;15
G;GP-067-CALCLEF;Calculation of LEF Amount     ;                              ;                                                                                                                                ;G;14
G;GP-068AEPMTINTLOG;Auto entry Pmt int log file   ;                              ;                                                                                                                                ;G;17
G;GP-069-RESERVE;Reserve amount in ADETS       ;                              ;                                                                                                                                ;G;14
G;GP-069-RESERVE2;Reserve amount in ADETS       ;                              ;PBL                                                                                                                             ;G;15
G;GP-070-STRONG-CCY;Determ.the strongest ccy in MT;                              ;                                                                                                                                ;G;17
G;GP-071CND;*                             ;                              ;GLP                                                                                                                             ;G;9
G;GP-071COND;Read The Cond Table           ;                              ;                                                                                                                                ;G;10
G;GP-071COND2;New Conditions calculation    ;                              ;                                                                                                                                ;G;11
G;GP-071COND3;"Condition Calc, mod for KOL"" """;                              ;                                                                                                                                ;G;11
G;GP-071CONDPER;DETERMINE THE NEXT CALC DATE  ;                              ;                                                                                                                                ;G;13
G;GP-071SETUP;*                             ;                              ;RM                                                                                                                              ;G;11
G;GP-072-BAL-CHECK;Balnce Check in ADETS         ;                              ;                                                                                                                                ;G;16
G;GP-072-BAL-CHECKC;Balance checking-Cash Pooling ;                              ;                                                                                                                                ;G;17
G;GP-072-BAL-CHECKN;New balance checking          ;                              ;                                                                                                                                ;G;17
G;GP-072-BAL-CHECKT;Cash pooling version          ;                              ;                                                                                                                                ;G;17
G;GP-073-ADD-WDY;Add nbr.wdy to date           ;                              ;                                                                                                                                ;G;14
G;GP-073-SUB-WDY;get X previous working days   ;                              ;                                                                                                                                ;G;14
G;GP-073WDY;Get the Nth working day       ;                              ;                                                                                                                                ;G;9
G;GP-074-AUTH;Checkif the trs mus be auth.  ;                              ;                                                                                                                                ;G;11
G;GP-075ROUT;Decide Which Routing To Choose;                              ;                                                                                                                                ;G;10
G;GP-076-CHK-ACCFOR;CHECK ACCOUNT NUMBER VS FORMAT;                              ;                                                                                                                                ;G;17
G;GP-077-SETTL-LIM;Get settlement limit          ;                              ;                                                                                                                                ;G;16
G;GP-078FILL-PMTDAT;Fill array with payment info  ;                              ;                                                                                                                                ;G;17
G;GP-079-DRAWDOWN;Calc.Drawdown period          ;                              ;                                                                                                                                ;G;15
G;GP-080-CUSTCHK;CUTOMER CHECK                 ;                              ;                                                                                                                                ;G;14
G;GP-081-CHQ-ADETS;                              ;                              ;                                                                                                                                ;G;16
G;GP-081-CHQ-ATRDO;                              ;                              ;                                                                                                                                ;G;16
G;GP-081-CHQ-ATRDO2;Cheque ATRDO Creation London  ;                              ;                                                                                                                                ;G;17
G;GP-081-CHQ-ATRDOW;Write cheque ATRDO/AEVTO      ;                              ;                                                                                                                                ;G;17
G;GP-082ACCR-INT;Calculate Accrued Interest    ;                              ;                                                                                                                                ;G;14
G;GP-083PCTCHECK;Checks perc. for size and dec.;                              ;                                                                                                                                ;G;14
G;GP-084CALC-YTM;Calculate Yield-to-Maturity   ;                              ;                                                                                                                                ;G;14
G;GP-087CALC-MBSPD;CALCULATE P&D FOR MBS         ;                              ;                                                                                                                                ;G;16
G;GP-087CALC-REVAL;Calculate Revaluation         ;                              ;                                                                                                                                ;G;16
G;GP-088-BNDOUTST;Check Outstandings / Issue    ;                              ;                                                                                                                                ;G;15
G;GP-088MATCH-DEAL;Match Bond Buy&Sale deal      ;                              ;                                                                                                                                ;G;16
G;GP-088SHORT-DEAL;MATCH SHORT SALE DEALS        ;                              ;                                                                                                                                ;G;16
G;GP-089CALC-ACRINT;Calculate Accrued Interest    ;                              ;                                                                                                                                ;G;17
G;GP-090REPAT;DETERMINE IF THIS IS A REPAT  ;                              ;                                                                                                                                ;G;11
G;GP-091BDL-ACCEVT;Create Bond-deal AccEvt Status;                              ;                                                                                                                                ;G;16
G;GP-091BDL-ACCEVT2;COPY OF GP-091BDL-ACCEVT      ;                              ;                                                                                                                                ;G;17
G;GP-092CALC-MOVAVG;Calc. Mov.Avg.Trading deals Bo;                              ;                                                                                                                                ;G;17
G;GP-093-XBRDBLE;CHEKS IF TRAN EXISTS          ;                              ;                                                                                                                                ;G;14
G;GP-094-CHKSWADR;Check Swift Address           ;                              ;                                                                                                                                ;G;15
G;GP-095-CCCY095;GET EUR + LOCAL CURRENCIES    ;                              ;                                                                                                                                ;G;14
G;GP-095-CHKSWREL;Check Adets for Swift Address ;                              ;                                                                                                                                ;G;15
G;GP-095-CHKSWREL-2;Find Relationship - Non Nostro;                              ;                                                                                                                                ;G;17
G;GP-096-PMTEVT;Bonds Payment Events          ;                              ;                                                                                                                                ;G;13
G;GP-096BDL-PMTEVT;Create Bond Payment Status    ;                              ;                                                                                                                                ;G;16
G;GP-097CHK-PMTINS;CHECK PMT.INSTR. OR SSI       ;                              ;                                                                                                                                ;G;16
G;GP-097GET-ACCEVT;GET ACCOUNTING EVENT          ;                              ;                                                                                                                                ;G;16
G;GP-097GET-ATRDO;GET ATRDO FOR EUR             ;                              ;                                                                                                                                ;G;15
G;GP-097GET-PMTINS;Get Payment Instructions IPTIO;                              ;                                                                                                                                ;G;16
G;GP-098GET-DEP;GET BONDS DEPOSITORY          ;                              ;                                                                                                                                ;G;13
G;GP-098GET-NOSTRO;GET DEFAULT NOSTRO FOR BONDS  ;                              ;                                                                                                                                ;G;16
G;GP-099BDL-INVMO;CREATE NOSTRO VALUE MOVEMENTS ;                              ;                                                                                                                                ;G;15
G;GP-099BDL-OPINVMO;CREATE OPPOSITE REC. IN INVMO ;                              ;                                                                                                                                ;G;17
G;GP-099LIQ-INVMO;CREATE LIQ-INVMORECORD (MATCH);                              ;                                                                                                                                ;G;15
G;GP-100-500;DETACH 1 FIELD INTO MULTIPLE  ;                              ;                                                                                                                                ;G;10
G;GP-100-ACW001;ACW001 Shn/City acquisition   ;                              ;                                                                                                                                ;G;13
G;GP-100-DATE;Position of date in swift msg ;                              ;                                                                                                                                ;G;11
G;GP-100-F20;Field 20 swift msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F21;Field 21 swift msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F23A;Field 23 swift msg (10A versn);                              ;                                                                                                                                ;G;11
G;GP-100-F25;Field 25 swift msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F30;Field 30 swift msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F31A;Field 31 swift msg            ;                              ;                                                                                                                                ;G;11
G;GP-100-F32A;Field 32a swift msg           ;                              ;                                                                                                                                ;G;11
G;GP-100-F33T;Field 33T swift msg           ;                              ;                                                                                                                                ;G;11
G;GP-100-F35A;Field 35 swift msg            ;                              ;                                                                                                                                ;G;11
G;GP-100-F35B;SWIFT RECORD 35 NEW FORMAT (b);                              ;                                                                                                                                ;G;11
G;GP-100-F52AB;MSG SWIFT 52                  ;                              ;                                                                                                                                ;G;12
G;GP-100-F53;Swift msg TAG 53              ;                              ;                                                                                                                                ;G;10
G;GP-100-F56;SWIFT MSG TAG 56 A D          ;                              ;                                                                                                                                ;G;10
G;GP-100-F57;SWIFT MSG TAG 57 A D          ;                              ;                                                                                                                                ;G;10
G;GP-100-F58AB;SWIFT MSG 58                  ;                              ;                                                                                                                                ;G;12
G;GP-100-F71;Field 77 Swift Msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F72;Field 72 swift msg            ;                              ;                                                                                                                                ;G;10
G;GP-100-F72B;field msg swift 72            ;                              ;                                                                                                                                ;G;11
G;GP-100-F83A;Field 83 swift msg            ;                              ;                                                                                                                                ;G;11
G;GP-100-F84AB;SWIFT MSG 84                  ;                              ;                                                                                                                                ;G;12
G;GP-100-F85;Msg Swift TAG 85A             ;                              ;                                                                                                                                ;G;10
G;GP-100-F87A;Field 87 swift msg            ;                              ;                                                                                                                                ;G;11
G;GP-100-F87AB;field 87 new format           ;                              ;                                                                                                                                ;G;12
G;GP-100-F87AD;TAG 87 MSG SWIFT              ;                              ;                                                                                                                                ;G;12
G;GP-100-F88;Msg Swift TAG 88A             ;                              ;                                                                                                                                ;G;10
G;GP-100-SWIFTFOOT;Footing in swift msg          ;                              ;                                                                                                                                ;G;16
G;GP-100-SWIFTHEAD;Header of swift msg           ;                              ;                                                                                                                                ;G;16
G;GP-101-DES-PW;                              ;                              ;                                                                                                                                ;G;13
G;GP-101-DES-PW-R;                              ;                              ;                                                                                                                                ;G;15
G;GP-102GETDECSEP;                              ;                              ;                                                                                                                                ;G;15
G;GP-104-NXTPAYDTE;CALCULATE NEXT PAYMENT DATE   ;                              ;                                                                                                                                ;G;16
G;GP-106INTCAL;CALC INTEREST AMOUNTS - IRS   ;                              ;                                                                                                                                ;G;12
G;GP-107DTCAL;CALC END SEG DT, PMT DT & FIX ;                              ;                                                                                                                                ;G;11
G;GP-108DTFIX;CALCULATE 1ST & NEXT FIX DATES;                              ;                                                                                                                                ;G;11
G;GP-109CRIIRSO;CREATE IIRSO RECORD           ;                              ;                                                                                                                                ;G;13
G;GP-109UPDIIRSO;UPDATE IIRSO RECORDS          ;                              ;                                                                                                                                ;G;14
G;GP-110-ACCBLK;Account Blocking Status       ;                              ;                                                                                                                                ;G;13
G;GP-110-ACCLU;Get required ICM account      ;                              ;                                                                                                                                ;G;12
G;GP-110-ACCLUD;Get required ICM account      ;                              ;HGO                                                                                                                             ;G;13
G;GP-111MBS-CPN;CALCULATE COUPONS FOR MBS     ;                              ;                                                                                                                                ;G;13
G;GP-112-DEAL;GET LAST DEAL NUMBER          ;                              ;                                                                                                                                ;G;11
G;GP-113-NAVISLU;NAVIS MASTER/SLAVE LOOKUP     ;                              ;                                                                                                                                ;G;14
G;GP-114-ZONCTL;COUNTRY ZONING CONTROLS       ;                              ;                                                                                                                                ;G;13
G;GP-115-CCRYDEFS;COUNTRY DEFAULTS FOR XBR      ;                              ;                                                                                                                                ;G;15
G;GP-116-CHKSWREL;Check SWIFT realtion          ;                              ;                                                                                                                                ;G;15
G;GP-116-CHKSWREL-2;Branch only - Relation Check  ;                              ;                                                                                                                                ;G;17
G;GP-117-STDLOGO;Standard Logos for IFSprint   ;                              ;                                                                                                                                ;G;14
G;GP-120-DPBDO;CREATE DPBDO                  ;                              ;                                                                                                                                ;G;12
G;GP-120-DPBDOMNT;Maintain DPBDO structure      ;                              ;                                                                                                                                ;G;15
G;GP-122-DB0;ICM payments in DB0           ;                              ;                                                                                                                                ;G;10
G;GP-122-DB1;ICM payments in DB1           ;                              ;                                                                                                                                ;G;10
G;GP-122-ICMPMNTS;Identify ICM payments         ;                              ;                                                                                                                                ;G;15
G;GP-122-STATUS;Get DSTAO record for DB0      ;                              ;                                                                                                                                ;G;13
G;GP-124-PMNTSTATUS;                              ;                              ;                                                                                                                                ;G;17
G;GP-125-TYPIVYPMT;Decide value for CTYPIVYPMT   ;                              ;                                                                                                                                ;G;16
